ID,Data,Produto,Categoria,Quantidade,Preco
963,2023-03-11,Mini Trampolim,Equipamento Esportivo,24,350.0
964,2023-01-02,Cantil,Acessorios,31,35.0
965,2023-07-16,Bicicleta,Equipamento Esportivo,12,2450.0
966,2023-05-07,Livro de Receitas Fitnes,Educacao,33,65.0
967,2023-10-04,Multi-vitaminico,Suplemento,23,89.9
968,2023-04-03,Meias,Vestuario,17,19.9
969,2023-09-16,Luvas,Acessorios,12,97.0
970,2023-10-11,Luvas,Acessorios,27,97.0
971,2023-02-25,Mochila,Acessorios,25,120.0
972,2023-04-18,Tenis,Vestuario,28,299.99
973,2023-05-31,Luvas,Acessorios,36,97.0
974,2023-06-13,Mini Trampolim,Equipamento Esportivo,9,350.0
975,2023-03-14,Barraca de Camping,Lazer,48,680.0
976,2023-11-05,Bicicleta,Equipamento Esportivo,30,2450.0
977,2023-10-20,Cantil,Acessorios,14,35.0
978,2023-01-04,Multi-vitaminico,Suplemento,18,89.9
979,2023-02-10,Tenis,Vestuario,50,299.99
980,2023-11-24,Tenis,Vestuario,10,299.99
981,2023-02-19,Cantil,Acessorios,24,35.0
982,2023-02-19,Camiseta,Vestuario,13,79.9
983,2023-04-05,Tenis,Vestuario,34,299.99
984,2023-02-14,Tenis,Vestuario,44,299.99
985,2023-02-04,Tenis,Vestuario,15,299.99
986,2023-11-05,Relogio Inteligente,Eletronicos,25,899.9
987,2023-01-09,Multi-vitaminico,Suplemento,14,89.9
988,2023-07-01,Camiseta,Vestuario,38,79.9
989,2023-11-08,Meias,Vestuario,4,19.9
990,2023-07-11,Luvas,Acessorios,3,97.0
991,2023-09-22,Camiseta,Vestuario,48,79.9
992,2023-05-25,Multi-vitaminico,Suplemento,35,89.9
993,2023-05-10,Relogio Inteligente,Eletronicos,44,899.9
994,2023-07-22,Camiseta,Vestuario,2,79.9
995,2023-05-29,Multi-vitaminico,Suplemento,48,89.9
996,2023-08-19,Livro de Receitas Fitnes,Educacao,48,65.0
997,2023-03-14,Meias,Vestuario,37,19.9
998,2023-09-06,Cantil,Acessorios,11,35.0
999,2023-09-30,Meias,Vestuario,43,19.9
1000,2023-01-21,Barrinha de Cereal,Alimentos,14,4.5
